rank,appId,title,url,releaseDate,priceText,finalPriceCents,discountPercent,reviewSummary,reviewPercent,reviewCount,platforms,imageUrl,scrapedAt,currentPlayers,developer,publisher,genres,categories,recommendationsTotal,metacriticScore,shortDescription,isFree,type,demandScore,qualityScore,commercialScore,momentumScore,opportunityScore,marketPosition,opportunityType,pricingPosition,audienceSignal,monetizationSignal,competitiveSignal,intelligenceTags,riskFlags,insightSummary,recommendedAction
179,2261430,LumenTale: Memories of Trey,https://store.steampowered.com/app/2261430/LumenTale_Memories_of_Trey/,"May 26, 2026",$22.49,2249,10.0,Mostly Positive,72.0,583.0,['windows'],https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/2261430/d6f6fb11b0aef400ad0f3f6012d4f7e366671e10/capsule_231x87.jpg?t=1780326233,2026-06-03T01:58:02.373Z,1823.0,Beehive Studios,Team17,"['Action', 'Adventure', 'RPG']","['Single-player', 'Multi-player', 'PvP', 'Online PvP', 'Steam Achievements', 'Partial Controller Support', 'Steam Cloud', 'Family Sharing']",583.0,,LumenTale: Memories of Trey is a captivating Monster Collector RPG set in a beautiful and enchanting world. Follow Trey as he embarks on an adventure to recover his missing memories and make new ones with the Animon.,False,game,70,78,68,55,69,Standard competitor,Baseline market data,Mid-market,Community / multiplayer audience,Paid upfront,Comparable baseline,"['social-retention-loop', 'fresh-release']",[],"LumenTale: Memories of Trey is a standard competitor, opportunity score 69/100, 72% positive from 583 reviews, 1,823 current players, 10% discount.",Use as baseline competitor data; enrich with reviews for deeper sentiment intelligence.
180,1374490,RuneScape: Dragonwilds,https://store.steampowered.com/app/1374490/RuneScape_Dragonwilds/,"Apr 15, 2025",$29.99,2999,0.0,Very Positive,81.0,19744.0,['windows'],https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/1374490/0506a39cf8e8303698df581c54000fec368b2b27/capsule_231x87.jpg?t=1775138221,2026-06-03T01:58:02.373Z,1832.0,Jagex Ltd,Jagex Ltd,"['Action', 'Adventure', 'RPG', 'Early Access']","['Single-player', 'Multi-player', 'Co-op', 'Online Co-op', 'Adjustable Text Size', 'Custom Volume Controls', 'Save Anytime', 'Stereo Sound', 'Partial Controller Support', 'Steam Cloud', 'Family Sharing']",23301.0,,"On RuneScape’s forgotten continent of Ashenfall, dragons have awoken. Gather, build, skill and craft to survive in this co-operative (1-4) survival crafting game. Only by mastering survival and uncovering ancient secrets can they hope to slay the Dragon Queen—alone or with allies.",False,game,83,90,68,45,74,Standard competitor,Baseline market data,Mid-market,Community / multiplayer audience,Paid upfront,Strong incumbent - study positioning and retention loops,"['high-demand', 'loved-by-players', 'social-retention-loop']",[],"RuneScape: Dragonwilds is a standard competitor, opportunity score 74/100, 81% positive from 19,744 reviews, 1,832 current players.",Use as baseline competitor data; enrich with reviews for deeper sentiment intelligence.
181,3646460,Devil Spire Falls,https://store.steampowered.com/app/3646460/Devil_Spire_Falls/,"Jul 6, 2025",$14.99,1499,0.0,Overwhelmingly Positive,95.0,684.0,"['windows', 'linux']",https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/3646460/a1e012256987dc8ab15571304394612a617c356d/capsule_231x87.jpg?t=1777918461,2026-06-03T01:58:02.373Z,186.0,Ithiro Sumi,Ithiro Sumi,"['Action', 'Adventure', 'Indie', 'RPG', 'Early Access']","['Single-player', 'Steam Achievements', 'Full controller support', 'Adjustable Text Size', 'Custom Volume Controls', 'Adjustable Difficulty', 'Keyboard Only Option', 'Playable without Timed Input', 'Save Anytime', 'Stereo Sound', 'Stats', 'Remote Play on TV', 'Family Sharing']",684.0,,"The open-world action-RPG, where you can do anything, of your dreams… as if it came out 30 years ago!",False,game,68,100,60,45,70,Standard competitor,Baseline market data,Mid-market,Solo / narrative audience,Paid upfront,Comparable baseline,['loved-by-players'],[],"Devil Spire Falls is a standard competitor, opportunity score 70/100, 95% positive from 684 reviews, 186 current players.",Use as baseline competitor data; enrich with reviews for deeper sentiment intelligence.
182,813780,Age of Empires II: Definitive Edition,https://store.steampowered.com/app/813780/Age_of_Empires_II_Definitive_Edition/,"Nov 14, 2019",$34.99,3499,0.0,Overwhelmingly Positive,95.0,60486.0,"['windows', 'mac']",https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/813780/capsule_231x87.jpg?t=1779962374,2026-06-03T01:58:02.373Z,15053.0,World's Edge,Xbox Game Studios,['Strategy'],"['Single-player', 'Multi-player', 'PvP', 'Online PvP', 'LAN PvP', 'Co-op', 'Online Co-op', 'LAN Co-op', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Steam Trading Cards', 'Adjustable Text Size', 'Color Alternatives', 'Custom Volume Controls', 'Adjustable Difficulty', 'Mouse Only Option', 'Narrated Game Menus', 'Playable without Timed Input', 'Save Anytime', 'Steam Cloud', 'Includes level editor', 'Family Sharing']",155573.0,84.0,"42 Civilizations, 229 Campaign Missions, Singleplayer, Co-Op, Multiplayer, In-Game Editor, Mods, Cross-play...It is good to be the king.",False,game,90,100,58,57,80,Standard competitor,Baseline market data,Premium,Community / multiplayer audience,Paid upfront,Strong incumbent - study positioning and retention loops,"['high-demand', 'loved-by-players', 'healthy-community', 'social-retention-loop']",[],"Age of Empires II: Definitive Edition is a standard competitor, opportunity score 80/100, 95% positive from 60,486 reviews, 15,053 current players.",Use as baseline competitor data; enrich with reviews for deeper sentiment intelligence.
183,3198890,Scale the Depths,https://store.steampowered.com/app/3198890/Scale_the_Depths/,"May 28, 2026",$8.49,849,15.0,Very Positive,84.0,388.0,"['windows', 'mac']",https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/3198890/a995e1d1cff0a50782cdb928facd6fb8233123eb/capsule_231x87.jpg?t=1779991276,2026-06-03T01:58:02.373Z,840.0,Glass Gecko Games,Pretty Soon,"['Casual', 'Indie', 'Simulation']","['Single-player', 'Steam Achievements', 'Partial Controller Support', 'Steam Cloud', 'Family Sharing']",393.0,,"Fish, scale, sell, repeat. Scale the Depths is a casual fishing game built around this simple but satisfying loop. Feed hungry customers, upgrade your gear, and uncover the many secrets hidden beneath the surface.",False,game,68,89,65,55,70,Standard competitor,Baseline market data,Budget,Solo / narrative audience,Paid upfront,Comparable baseline,"['loved-by-players', 'fresh-release']",[],"Scale the Depths is a standard competitor, opportunity score 70/100, 84% positive from 388 reviews, 840 current players, 15% discount.",Use as baseline competitor data; enrich with reviews for deeper sentiment intelligence.
184,3950020,Duet Night Abyss,https://store.steampowered.com/app/3950020/Duet_Night_Abyss/,"Jan 19, 2026",Free,0,,Mixed,58.0,1653.0,['windows'],https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/3950020/125f2825af9fe23db7a9f6baf17b4c1983a3f236/capsule_231x87.jpg?t=1780403385,2026-06-03T01:58:02.373Z,1393.0,Pan Studio,Hero Games,"['Action', 'RPG', 'Free To Play']","['Multi-player', 'Co-op', 'Online Co-op', 'Steam Achievements', 'Full controller support', 'In-App Purchases', 'Keyboard Only Option', 'Playable without Timed Input', 'Save Anytime']",,,"A Thrilling Hybrid Action RPG, featuring a Dual NarrativeAll Characters & Weapons Free to Unlock—— New Version [Silver Torrent, Rising Star] Now Available Limited-Time Giveaway: Up to free 60 Skin Pulls + Self-Pick Character & Weapon!",True,game,63,64,78,45,63,Commercially aggressive,Pricing/monetization benchmark,Free-to-play,Community / multiplayer audience,Base game plus in-app purchases,Comparable baseline,"['free-to-play', 'iap-monetized', 'social-retention-loop']",['weak-player-sentiment'],"Duet Night Abyss is a commercially aggressive, opportunity score 63/100, 58% positive from 1,653 reviews, 1,393 current players.","Compare discount depth, price tier, and monetization model against similar titles."
185,2244210,Echoes of Aincrad,https://store.steampowered.com/app/2244210/Echoes_of_Aincrad/,"Jul 9, 2026",$69.99,6999,0.0,,,,['windows'],https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/2244210/fb9781058dc6cec8a25e7ce971d2f5bb118843fb/capsule_231x87.jpg?t=1779933616,2026-06-03T01:58:02.373Z,,Game Studio Inc.,Bandai Namco Entertainment Inc.,"['Action', 'RPG']","['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Cloud', 'Family Sharing']",,,"Step into Aincrad, a world of beauty and danger where every battle could be your last. Create your hero, choose your gear, and master combat by building synergy with your partner, leveling up, and unlocking special abilities to expand your horizons.",False,game,37,35,40,55,41,Standard competitor,Baseline market data,High-ticket,Solo / narrative audience,Paid upfront,Comparable baseline,['fresh-release'],['review-data-missing-or-not-yet-established'],"Echoes of Aincrad is a standard competitor, opportunity score 41/100.",Use as baseline competitor data; enrich with reviews for deeper sentiment intelligence.
186,570,Dota 2,https://store.steampowered.com/app/570/Dota_2/,"Jul 9, 2013",Free,0,,Very Positive,88.0,829086.0,"['windows', 'mac', 'linux']",https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/570/capsule_231x87.jpg?t=1769535998,2026-06-03T01:58:02.373Z,278986.0,Valve,Valve,"['Action', 'Strategy', 'Free To Play']","['Multi-player', 'Co-op', 'Steam Trading Cards', 'Steam Workshop', 'SteamVR Collectibles', 'In-App Purchases', 'Camera Comfort', 'Color Alternatives', 'Custom Volume Controls', 'Valve Anti-Cheat enabled', 'Steam Timeline']",14374.0,90.0,"Every day, millions of players worldwide enter battle as one of over a hundred Dota heroes. And no matter if it's their 10th hour of play or 1,000th, there's always something new to discover. With regular updates that ensure a constant evolution of gameplay, features, and heroes, Dota 2 has taken on a life of its own.",True,game,90,99,78,65,85,Breakout leader,Benchmark competitor,Free-to-play,Community / multiplayer audience,Base game plus in-app purchases,Strong incumbent - study positioning and retention loops,"['tier-1-opportunity', 'high-demand', 'loved-by-players', 'massive-live-audience', 'healthy-community', 'free-to-play', 'iap-monetized', 'social-retention-loop']",[],"Dota 2 is a breakout leader, opportunity score 85/100, 88% positive from 829,086 reviews, 278,986 current players.","Use as a benchmark for capsule, pricing, tags, update cadence, and review themes."
187,870780,CONTROL Ultimate Edition,https://store.steampowered.com/app/870780/CONTROL_Ultimate_Edition/,"Aug 27, 2020",$3.99,399,90.0,Very Positive,88.0,24449.0,"['windows', 'mac']",https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/870780/40054b94c2e8734ad9e76787534af5ba1b034a53/capsule_231x87.jpg?t=1775822834,2026-06-03T01:58:02.373Z,686.0,Remedy Entertainment,Remedy Entertainment,"['Action', 'Adventure']","['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Remote Play on Phone', 'Remote Play on Tablet', 'Remote Play on TV', 'HDR available', 'Family Sharing']",47447.0,85.0,"Winner of over 80 awards, CONTROL is a visually stunning third-person action-adventure that will keep you on the edge of your seat.",False,game,83,96,90,45,80,Commercially aggressive,Pricing/monetization benchmark,Deep discount,Solo / narrative audience,Discount-driven sales,Strong incumbent - study positioning and retention loops,"['high-demand', 'loved-by-players', 'aggressive-discounting']",[],"CONTROL Ultimate Edition is a commercially aggressive, opportunity score 80/100, 88% positive from 24,449 reviews, 686 current players, 90% discount.","Compare discount depth, price tier, and monetization model against similar titles."
188,1696780,Steam Deck Docking Station,https://store.steampowered.com/app/1696780/Steam_Deck_Docking_Station/,"Oct 6, 2022",$79.00,7900,0.0,,,,"['windows', 'mac', 'linux']",https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/1696780/capsule_231x87.jpg?t=1688063310,2026-06-03T01:58:02.373Z,0.0,,,[],[],,,,False,hardware,36,35,40,45,38,Non-game / accessory listing,Catalog monitoring,High-ticket,General Steam audience,Paid upfront,Comparable baseline,['non-game-hardware'],"['review-data-missing-or-not-yet-established', 'not-a-standard-game']","Steam Deck Docking Station is a non-game / accessory listing, opportunity score 38/100.","Keep for catalog awareness, but exclude from game competitor benchmarks."
189,2416450,MOUSE: P.I. For Hire,https://store.steampowered.com/app/2416450/MOUSE_PI_For_Hire/,"Apr 16, 2026",$29.99,2999,0.0,Very Positive,94.0,7429.0,['windows'],https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/2416450/772ae02fc6ab5734887bc6621ed5cf7bcc739050/capsule_231x87.jpg?t=1780271651,2026-06-03T01:58:02.373Z,741.0,Fumi Games,PlaySide,"['Action', 'Indie']","['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Camera Comfort', 'Custom Volume Controls', 'Adjustable Difficulty', 'Playable without Timed Input', 'Stereo Sound', 'Surround Sound', 'Steam Cloud', 'Remote Play on TV', 'Family Sharing']",11478.0,80.0,"Join private investigator Jack Pepper on a guns blazing, jazz-fueled adventure in MOUSE: P.I. For Hire. MOUSE combines the charm of hand-drawn rubber hose animation inspired by the classic cartoons of the 1930’s with the adrenaline and action of an explosive first person shooter.",False,game,78,99,60,55,75,Standard competitor,Baseline market data,Mid-market,Solo / narrative audience,Paid upfront,Comparable baseline,"['loved-by-players', 'fresh-release']",[],"MOUSE: P.I. For Hire is a standard competitor, opportunity score 75/100, 94% positive from 7,429 reviews, 741 current players.",Use as baseline competitor data; enrich with reviews for deeper sentiment intelligence.
190,1174180,Red Dead Redemption 2,https://store.steampowered.com/app/1174180/Red_Dead_Redemption_2/,"Dec 5, 2019",$59.99,5999,0.0,Very Positive,91.0,299792.0,['windows'],https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/1174180/capsule_231x87.jpg?t=1759502961,2026-06-03T01:58:02.373Z,20204.0,Rockstar Games,Rockstar Games,"['Action', 'Adventure']","['Single-player', 'Multi-player', 'PvP', 'Online PvP', 'Co-op', 'Online Co-op', 'Steam Achievements', 'In-App Purchases', 'Partial Controller Support', 'Remote Play on Phone', 'Remote Play on Tablet']",812637.0,93.0,"Arthur Morgan and the Van der Linde Gang are outlaws on the run. With federal agents and bounty hunters massing on their heels, the gang must rob, steal, and fight their way across the rugged heartland in order to survive.",False,game,89,100,66,57,81,Standard competitor,Baseline market data,Premium,Community / multiplayer audience,Base game plus in-app purchases,Strong incumbent - study positioning and retention loops,"['high-demand', 'loved-by-players', 'healthy-community', 'iap-monetized', 'social-retention-loop']",[],"Red Dead Redemption 2 is a standard competitor, opportunity score 81/100, 91% positive from 299,792 reviews, 20,204 current players.",Use as baseline competitor data; enrich with reviews for deeper sentiment intelligence.
